0,be58cf76d97b-1440317_H3K27ac_H2_D3.all,83c5ee70b54c-Hudep2_ATAC,ff172dc44bae-1686607_H2_ABEmax_RNAseq.all,a5827a3aed28-Hudep2_D3_merged_CTCF.all,0e736a158439-Hudep2_BCL11A,f4de4caca3a7-1440315_H3K27me3_H2_D3.all,9c840e19bbed-Hudep2_D0_GATA1.all,f0663efdfef9-HUDEP2_LRF_CHIP,50d97c7d24d1-1788283_H2_ABEmax.all,7f7f32ae893c-Hudep2_D3_merged_GATA1.all,239c569c6374-Hudep2_D3_merged_KLF1.all,6af40841b8aa-1440311_H3K9me3_H2_D3.all,b9695d26860d-Hudep2_D3_merged_LDB1.all,188da58c07d8-1440307_H3K4me1_H2_D3.all,5f7c070fdda9-Hudep2_D3_merged_TAL1.all,35630c3a763e-1440313_H3K9ac_H2_D3.all,5ce8a22e939d-1440319_H3K36me3_H2_D3.all,0bf9f8a97328-1440309_H3K4me3_H2_D3.all
chr2:58958150-58958151,2.59091,26.2273,0.0,1.61364,3.38636,2.34091,6.09091,8.659089999999999,0.0,2.5,4.34091,2.25,4.59091,5.25,2.25,1.47727,1.8863599999999998,1.63636
chr2:58958151-58958152,2.52273,25.4318,0.0,1.59091,3.40909,2.27273,6.02273,8.727269999999999,0.0,2.5,4.27273,2.25,4.52273,5.25,2.25,1.43182,1.9090900000000002,1.6590900000000002
chr2:58958152-58958153,2.45455,24.6364,0.0,1.56818,3.4318199999999996,2.20455,5.95455,8.79545,0.0,2.5,4.20455,2.25,4.45455,5.25,2.25,1.38636,1.93182,1.68182
chr2:58958153-58958154,2.38636,23.8409,0.0,1.54545,3.45455,2.13636,5.88636,8.86364,0.0,2.5,4.13636,2.25,4.38636,5.25,2.25,1.34091,1.95455,1.70455
chr2:58958748-58958749,1.40909,268.955,0.0,4.0,4.06818,1.0,22.6591,11.6136,0.0,9.590910000000001,8.88636,1.0,5.27273,2.31818,3.09091,2.68182,0.75,3.02273
chr2:58958766-58958767,1.25,296.0,0.0,4.0,3.75,1.0,24.25,12.25,0.0,9.75,8.25,1.0,5.75,2.0,3.25,3.0,0.75,3.5
chr2:58958788-58958789,1.25,296.0,0.0,4.0,3.75,1.0,24.25,12.25,0.0,9.75,8.25,1.0,5.75,2.0,3.25,3.0,0.75,3.5
chr2:58985336-58985337,4.25,398.5,0.0,11.75,22.25,1.75,22.25,23.75,0.0,64.5,15.75,0.75,22.25,8.0,28.75,3.75,1.75,5.75
chr2:58989473-58989474,2.75,182.75,0.0,52.0,2.25,0.75,5.5,13.75,0.0,2.75,13.0,1.75,5.25,4.0,6.0,1.25,2.0,1.25
chr2:58989474-58989475,2.75,182.75,0.0,52.0,2.25,0.75,5.5,13.75,0.0,2.75,13.0,1.75,5.25,4.0,6.0,1.25,2.0,1.25
chr2:58989475-58989476,2.75,182.75,0.0,52.0,2.25,0.75,5.5,13.75,0.0,2.75,13.0,1.75,5.25,4.0,6.0,1.25,2.0,1.25
chr2:58989567-58989568,2.5,183.25,0.0,57.5,4.75,1.0,7.0,14.25,0.0,4.75,11.25,2.5,8.75,2.25,5.5,3.75,2.0,1.25
chr2:58989576-58989577,2.5,183.25,0.0,57.5,4.75,1.0,7.0,14.25,0.0,4.75,11.25,2.5,8.75,2.25,5.5,3.75,2.0,1.25
chr2:58989579-58989580,2.5,183.25,0.0,57.5,4.75,1.0,7.0,14.25,0.0,4.75,11.25,2.5,8.75,2.25,5.5,3.75,2.0,1.25
chr2:59119304-59119305,2.04545,33.1591,0.0,3.8181800000000004,3.47727,1.02273,3.88636,6.97727,0.0,3.90909,1.77273,1.18182,2.86364,1.13636,3.25,0.977273,1.0,0.772727
chr2:59119305-59119306,2.0,34.0,0.0,3.75,3.5,1.0,4.0,7.0,0.0,4.0,1.75,1.25,2.75,1.0,3.25,1.0,1.0,0.75
chr2:59119309-59119310,2.0,34.0,0.0,3.75,3.5,1.0,4.0,7.0,0.0,4.0,1.75,1.25,2.75,1.0,3.25,1.0,1.0,0.75
chr2:59119310-59119311,2.0,34.0,0.0,3.75,3.5,1.0,4.0,7.0,0.0,4.0,1.75,1.25,2.75,1.0,3.25,1.0,1.0,0.75
chr2:59119311-59119312,2.0,34.0,0.0,3.75,3.5,1.0,4.0,7.0,0.0,4.0,1.75,1.25,2.75,1.0,3.25,1.0,1.0,0.75
chr2:59128039-59128040,2.25,7.25,0.0,2.25,1.75,2.25,2.75,5.25,0.0,2.5,5.5,0.5,6.0,1.25,0.75,1.5,0.5,1.0
chr2:59128041-59128042,2.25,7.25,0.0,2.25,1.75,2.25,2.75,5.25,0.0,2.5,5.5,0.5,6.0,1.25,0.75,1.5,0.5,1.0
chr2:59128074-59128075,3.0,7.75,0.0,2.25,2.25,2.75,2.0,5.0,0.0,2.75,3.75,0.5,4.75,0.75,0.75,1.25,0.5,1.0
chr2:59128075-59128076,3.0,7.75,0.0,2.25,2.25,2.75,2.0,5.0,0.0,2.75,3.75,0.5,4.75,0.75,0.75,1.25,0.5,1.0
chr2:59252460-59252461,3.25,96.5,0.0,74.75,1.5,3.0,5.0,12.75,0.0,2.25,6.25,4.25,6.75,3.75,3.25,1.75,1.25,1.5
chr2:59252462-59252463,3.25,96.5,0.0,74.75,1.5,3.0,5.0,12.75,0.0,2.25,6.25,4.25,6.75,3.75,3.25,1.75,1.25,1.5
chr2:59261405-59261406,2.0,40.75,0.0,4.0,3.25,1.0,10.25,6.5,0.0,31.5,9.75,1.75,15.0,7.75,13.5,3.0,1.75,2.0
chr2:59261407-59261408,2.0,40.75,0.0,4.0,3.25,1.0,10.25,6.5,0.0,31.5,9.75,1.75,15.0,7.75,13.5,3.0,1.75,2.0
chr2:59261409-59261410,2.0,40.75,0.0,4.0,3.25,1.0,10.25,6.5,0.0,31.5,9.75,1.75,15.0,7.75,13.5,3.0,1.75,2.0
chr2:59262119-59262120,3.25,279.5,0.0,7.75,33.75,4.5,12.75,15.0,0.0,23.5,17.5,1.25,15.25,2.5,10.75,5.25,1.5,4.5
chr2:59262121-59262122,3.25,279.5,0.0,7.75,33.75,4.5,12.75,15.0,0.0,23.5,17.5,1.25,15.25,2.5,10.75,5.25,1.5,4.5
chr2:59262181-59262182,2.5,302.75,0.0,9.75,33.0,4.75,12.25,16.5,0.0,23.75,20.5,0.75,16.0,2.25,10.0,4.75,1.5,4.25
chr2:59262182-59262183,2.5,302.75,0.0,9.75,33.0,4.75,12.25,16.5,0.0,23.75,20.5,0.75,16.0,2.25,10.0,4.75,1.5,4.25
chr2:59262183-59262184,2.5,302.75,0.0,9.75,33.0,4.75,12.25,16.5,0.0,23.75,20.5,0.75,16.0,2.25,10.0,4.75,1.5,4.25
chr2:59262200-59262201,2.5,283.795,0.0,10.4318,29.7273,4.61364,11.7045,16.7727,0.0,22.5227,21.1818,0.613636,15.3182,2.52273,9.590910000000001,4.34091,1.36364,3.5681800000000004
chr2:59311575-59311576,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75
chr2:59311583-59311584,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75
chr2:59311584-59311585,8.0,308.5,0.0,7.75,0.75,2.5,52.0,27.25,0.0,48.5,38.75,1.5,17.0,7.0,23.0,3.0,2.0,8.75
chr2:59311639-59311640,6.25,483.5,0.0,7.5,2.0,2.5,59.75,29.5,0.0,63.75,45.0,1.75,20.25,6.75,27.5,3.25,2.0,8.25
chr2:59311654-59311655,5.34091,633.273,0.0,6.590910000000001,4.5,2.04545,67.25,30.4091,0.0,74.2045,49.3182,1.97727,25.0227,7.43182,30.6818,3.02273,1.54545,7.79545
chr2:59311655-59311656,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75
chr2:59311661-59311662,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75
chr2:59311684-59311685,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75
chr2:59311685-59311686,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75
chr2:59311691-59311692,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75
chr2:59311693-59311694,5.25,648.25,0.0,6.5,4.75,2.0,68.0,30.5,0.0,75.25,49.75,2.0,25.5,7.5,31.0,3.0,1.5,7.75
chr2:59311695-59311696,5.29545,652.25,0.0,6.36364,4.90909,1.97727,68.2727,30.4318,0.0,75.6818,49.9318,2.04545,26.0227,7.52273,31.0,2.97727,1.43182,7.70455
chr2:59324276-59324277,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5
chr2:59324277-59324278,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5
chr2:59324279-59324280,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5
chr2:59324280-59324281,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5
chr2:59324281-59324282,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5
chr2:59324283-59324284,5.5,24.75,0.0,4.5,0.25,0.0,4.25,10.75,0.0,9.75,5.0,0.0,5.5,3.25,7.0,0.75,2.0,2.5
chr2:59324307-59324308,5.0,25.0,0.0,3.5,0.75,0.0,4.75,9.5,0.0,9.25,7.0,0.0,6.25,3.75,7.5,1.0,2.5,3.5
chr2:59324308-59324309,5.0,25.0,0.0,3.5,0.75,0.0,4.75,9.5,0.0,9.25,7.0,0.0,6.25,3.75,7.5,1.0,2.5,3.5
chr2:59404045-59404046,1.52273,90.7955,0.0,41.6136,3.22727,1.29545,0.568182,11.1136,0.0,3.04545,3.22727,0.0227273,7.52273,2.25,3.8181800000000004,1.59091,1.25,1.52273
chr2:59404052-59404053,1.68182,112.11399999999999,0.0,44.1591,3.06818,1.61364,1.04545,10.1591,0.0,3.36364,3.06818,0.181818,7.68182,2.25,4.29545,2.22727,1.25,1.68182
chr2:59404092-59404093,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75
chr2:59404094-59404095,1.75,121.25,0.0,45.25,3.0,1.75,1.25,9.75,0.0,3.5,3.0,0.25,7.75,2.25,4.5,2.5,1.25,1.75
chr2:59404101-59404102,1.59091,122.682,0.0,43.8182,3.0,2.06818,1.72727,9.11364,0.0,3.65909,2.84091,0.727273,7.27273,1.93182,4.97727,2.97727,0.931818,1.75
chr2:59404103-59404104,1.54545,123.09100000000001,0.0,43.4091,3.0,2.15909,1.8636400000000002,8.93182,0.0,3.70455,2.79545,0.8636360000000001,7.136360000000001,1.8409099999999998,5.11364,3.11364,0.840909,1.75
chr2:59409544-59409545,1.25,72.5,0.0,38.25,3.5,1.0,7.75,9.0,0.0,0.75,3.5,0.5,6.75,2.0,4.0,1.25,0.5,1.75
chr2:59409579-59409580,1.75,105.5,0.0,47.75,3.5,0.75,7.5,11.0,0.0,1.0,4.25,0.25,5.25,1.5,5.75,0.75,1.0,1.25
chr2:59529104-59529105,2.70455,118.40899999999999,0.0,21.9773,0.772727,0.0,4.45455,16.1818,0.0,2.68182,3.88636,0.47727299999999995,3.86364,1.22727,5.90909,0.772727,0.272727,0.5
chr2:59529130-59529131,2.75,120.75,0.0,22.25,0.75,0.0,4.5,16.25,0.0,2.75,4.0,0.5,4.0,1.25,6.0,0.75,0.25,0.5
chr2:59529139-59529140,2.75,120.75,0.0,22.25,0.75,0.0,4.5,16.25,0.0,2.75,4.0,0.5,4.0,1.25,6.0,0.75,0.25,0.5
chr2:59529176-59529177,3.0,116.75,0.0,23.75,0.75,0.25,4.25,16.25,0.0,3.0,4.75,0.5,6.25,1.5,6.5,0.75,0.0,0.75
chr2:59529183-59529184,3.0,116.75,0.0,23.75,0.75,0.25,4.25,16.25,0.0,3.0,4.75,0.5,6.25,1.5,6.5,0.75,0.0,0.75
chr2:59802547-59802548,0.681818,5.09091,0.0,1.8409099999999998,2.47727,0.0681818,1.81818,3.75,0.0,3.8181800000000004,2.63636,1.13636,4.38636,0.318182,0.0,2.36364,0.43181800000000004,1.31818
chr2:59812259-59812260,0.75,32.25,0.0,15.75,0.5,0.5,3.75,7.75,0.0,0.5,1.5,0.0,4.25,1.5,1.0,1.0,0.5,0.0
chr2:59812263-59812264,0.75,32.25,0.0,15.75,0.5,0.5,3.75,7.75,0.0,0.5,1.5,0.0,4.25,1.5,1.0,1.0,0.5,0.0
chr2:60386867-60386868,0.75,8.25,0.0,3.25,1.25,1.25,0.75,4.0,0.0,4.75,2.25,0.5,6.75,4.75,2.5,1.0,1.0,1.0
chr2:60386874-60386875,0.75,8.25,0.0,3.25,1.25,1.25,0.75,4.0,0.0,4.75,2.25,0.5,6.75,4.75,2.5,1.0,1.0,1.0
chr2:60386884-60386885,0.75,8.25,0.0,3.25,1.25,1.25,0.75,4.0,0.0,4.75,2.25,0.5,6.75,4.75,2.5,1.0,1.0,1.0
chr2:60386955-60386956,1.75,4.0,0.0,2.75,1.25,1.25,0.0,5.5,0.0,3.5,2.5,0.0,6.25,2.25,1.25,0.75,2.0,1.25
chr2:60386957-60386958,1.75,4.0,0.0,2.75,1.25,1.25,0.0,5.5,0.0,3.5,2.5,0.0,6.25,2.25,1.25,0.75,2.0,1.25
chr2:60386961-60386962,1.75,4.0,0.0,2.75,1.25,1.25,0.0,5.5,0.0,3.5,2.5,0.0,6.25,2.25,1.25,0.75,2.0,1.25
chr2:60386971-60386972,1.75,4.0,0.0,2.75,1.25,1.25,0.0,5.5,0.0,3.5,2.5,0.0,6.25,2.25,1.25,0.75,2.0,1.25
chr2:60386983-60386984,1.75,4.0,0.0,2.75,1.25,1.25,0.0,5.5,0.0,3.5,2.5,0.0,6.25,2.25,1.25,0.75,2.0,1.25
chr2:60539944-60539945,1.0,12.75,0.0,3.0,1.25,3.75,4.5,4.5,0.0,9.25,2.25,0.5,2.25,2.5,2.75,2.75,1.5,1.25
chr2:60539948-60539949,1.0,14.2955,0.0,3.18182,1.43182,3.38636,4.5,4.5,0.0,9.522730000000001,2.43182,0.5,2.52273,2.68182,3.02273,2.65909,1.40909,1.61364
chr2:60539962-60539963,1.0,17.0,0.0,3.5,1.75,2.75,4.5,4.5,0.0,10.0,2.75,0.5,3.0,3.0,3.5,2.5,1.25,2.25
chr2:60539992-60539993,1.0,17.0,0.0,3.5,1.75,2.75,4.5,4.5,0.0,10.0,2.75,0.5,3.0,3.0,3.5,2.5,1.25,2.25
chr2:60539994-60539995,1.0,17.0,0.0,3.5,1.75,2.75,4.5,4.5,0.0,10.0,2.75,0.5,3.0,3.0,3.5,2.5,1.25,2.25
chr2:60540002-60540003,0.818182,18.2727,0.0,3.5,2.29545,1.6590900000000002,3.95455,4.13636,0.0,9.090910000000001,2.93182,0.5,3.72727,3.54545,3.6818199999999996,2.86364,1.06818,2.97727
chr2:60540003-60540004,0.795455,18.4318,0.0,3.5,2.36364,1.52273,3.88636,4.09091,0.0,8.977269999999999,2.95455,0.5,3.8181800000000004,3.61364,3.70455,2.90909,1.04545,3.06818
chr2:60540004-60540005,0.772727,18.5909,0.0,3.5,2.43182,1.38636,3.8181800000000004,4.04545,0.0,8.86364,2.97727,0.5,3.90909,3.6818199999999996,3.72727,2.95455,1.02273,3.15909
chr2:60540018-60540019,0.75,18.75,0.0,3.5,2.5,1.25,3.75,4.0,0.0,8.75,3.0,0.5,4.0,3.75,3.75,3.0,1.0,3.25
chr2:60562921-60562922,1.25,6.0,0.0,1.5,1.25,1.0,3.5,6.25,0.0,4.0,2.75,1.0,3.25,2.5,0.25,3.25,0.75,1.5
chr2:60562923-60562924,1.25,6.0,0.0,1.5,1.25,1.0,3.5,6.25,0.0,4.0,2.75,1.0,3.25,2.5,0.25,3.25,0.75,1.5
chr2:60611474-60611475,1.0,20.0,0.0,3.5,0.0,2.5,4.5,8.75,0.0,6.5,7.25,0.5,8.5,3.75,1.75,0.75,1.25,2.0
chr2:60611507-60611508,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611521-60611522,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611531-60611532,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611532-60611533,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611533-60611534,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611537-60611538,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611544-60611545,1.0,22.0,0.0,3.5,0.5,3.0,4.75,8.75,0.0,6.0,5.75,1.0,7.75,4.75,2.5,1.0,1.0,1.75
chr2:60611545-60611546,0.977273,21.9091,0.0,3.47727,0.545455,3.02273,4.68182,8.590910000000001,0.0,5.84091,5.59091,1.0,7.613639999999999,4.70455,2.54545,1.06818,1.06818,1.72727
chr2:60611547-60611548,0.931818,21.7273,0.0,3.4318199999999996,0.636364,3.06818,4.54545,8.272730000000001,0.0,5.52273,5.27273,1.0,7.340910000000001,4.61364,2.63636,1.20455,1.20455,1.68182
chr2:60643498-60643499,2.63636,17.8636,0.0,3.59091,0.0,1.9090900000000002,2.25,3.72727,0.0,2.25,2.68182,0.409091,4.72727,2.25,2.5,1.09091,0.0909091,1.15909
chr2:60643502-60643503,2.27273,17.2273,0.0,3.6818199999999996,0.0,1.81818,2.25,3.45455,0.0,2.25,2.86364,0.318182,4.45455,2.25,2.5,1.18182,0.181818,1.06818
chr2:60643503-60643504,2.18182,17.0682,0.0,3.70455,0.0,1.79545,2.25,3.38636,0.0,2.25,2.90909,0.295455,4.38636,2.25,2.5,1.20455,0.204545,1.04545
chr2:60643504-60643505,2.09091,16.9091,0.0,3.72727,0.0,1.77273,2.25,3.3181800000000004,0.0,2.25,2.95455,0.272727,4.31818,2.25,2.5,1.22727,0.227273,1.02273
chr2:60643508-60643509,2.0,16.75,0.0,3.75,0.0,1.75,2.25,3.25,0.0,2.25,3.0,0.25,4.25,2.25,2.5,1.25,0.25,1.0
chr2:60643510-60643511,2.0,16.75,0.0,3.75,0.0,1.75,2.25,3.25,0.0,2.25,3.0,0.25,4.25,2.25,2.5,1.25,0.25,1.0
chr2:60643511-60643512,2.0,16.75,0.0,3.75,0.0,1.75,2.25,3.25,0.0,2.25,3.0,0.25,4.25,2.25,2.5,1.25,0.25,1.0
chr2:60643549-60643550,1.8863599999999998,14.5909,0.0,3.97727,0.0,1.8636400000000002,2.36364,2.90909,0.0,1.9090900000000002,3.22727,0.25,3.90909,2.13636,2.27273,1.25,0.363636,0.772727
chr2:60666802-60666803,5.02273,335.68199999999996,0.0,32.3864,5.36364,1.36364,4.79545,34.1591,0.0681818,9.45455,9.840910000000001,1.31818,8.29545,5.31818,4.29545,3.6818199999999996,0.636364,8.840910000000001
chr2:60666803-60666804,4.93182,335.455,0.0,32.8409,5.40909,1.40909,4.86364,34.2727,0.0454545,9.63636,9.727269999999999,1.29545,8.36364,5.29545,4.36364,3.70455,0.590909,8.977269999999999
chr2:60666804-60666805,4.84091,335.227,0.0,33.2955,5.45455,1.45455,4.93182,34.3864,0.0227273,9.81818,9.61364,1.27273,8.43182,5.27273,4.43182,3.72727,0.545455,9.11364
chr2:60666818-60666819,4.75,335.0,0.0,33.75,5.5,1.5,5.0,34.5,0.0,10.0,9.5,1.25,8.5,5.25,4.5,3.75,0.5,9.25
chr2:60666995-60666996,8.11364,152.93200000000002,0.0,25.5455,3.6818199999999996,2.22727,5.77273,29.5227,0.0,11.3409,4.45455,1.0,8.04545,3.8181800000000004,5.52273,4.72727,0.5,9.5
chr2:60666999-60667000,8.56818,142.659,0.0,23.7273,3.40909,2.13636,5.86364,28.6136,0.0,11.7045,4.27273,1.0,8.227269999999999,4.09091,5.61364,4.63636,0.5,8.5
chr2:60667000-60667001,8.68182,140.091,0.0,23.2727,3.34091,2.11364,5.88636,28.3864,0.0,11.7955,4.22727,1.0,8.272730000000001,4.15909,5.63636,4.61364,0.5,8.25
chr2:60667002-60667003,8.909089999999999,134.955,0.0,22.3636,3.20455,2.06818,5.93182,27.9318,0.0,11.9773,4.13636,1.0,8.36364,4.29545,5.68182,4.56818,0.5,7.75
chr2:60667004-60667005,9.13636,129.81799999999998,0.0,21.4545,3.06818,2.02273,5.97727,27.4773,0.0,12.1591,4.04545,1.0,8.45455,4.43182,5.72727,4.52273,0.5,7.25
chr2:60667008-60667009,9.25,127.25,0.0,21.0,3.0,2.0,6.0,27.25,0.0,12.25,4.0,1.0,8.5,4.5,5.75,4.5,0.5,7.0
chr2:60690674-60690675,5.5,12.5,0.0,3.75,0.75,0.0,5.0,7.25,0.0,0.5,8.25,1.0,3.5,5.5,3.25,4.5,5.5,1.5
chr2:60690675-60690676,5.5,12.5,0.0,3.75,0.75,0.0,5.0,7.25,0.0,0.5,8.25,1.0,3.5,5.5,3.25,4.5,5.5,1.5
chr2:60700931-60700932,2.5,33.75,1.25,3.5,4.25,1.0,4.25,5.0,1.25,6.0,6.25,1.75,8.25,4.0,3.5,3.75,4.5,2.0
chr2:60700935-60700936,2.5,33.75,1.25,3.5,4.25,1.0,4.25,5.0,1.25,6.0,6.25,1.75,8.25,4.0,3.5,3.75,4.5,2.0
chr2:60717751-60717752,19.8409,49.9318,2.56818,6.5,2.93182,1.8409099999999998,4.18182,8.272730000000001,4.40909,7.81818,6.47727,1.9090900000000002,9.772730000000001,6.47727,5.5,6.22727,1.77273,8.022730000000001
chr2:60717757-60717758,21.75,53.75,2.75,6.5,2.75,1.75,4.0,8.0,4.5,9.0,6.75,2.0,9.5,6.75,5.5,5.5,1.5,7.75
chr2:60717765-60717766,21.75,53.75,2.75,6.5,2.75,1.75,4.0,8.0,4.5,9.0,6.75,2.0,9.5,6.75,5.5,5.5,1.5,7.75
chr2:60717780-60717781,21.75,53.75,2.75,6.5,2.75,1.75,4.0,8.0,4.5,9.0,6.75,2.0,9.5,6.75,5.5,5.5,1.5,7.75
chr2:60717781-60717782,21.75,53.75,2.75,6.5,2.75,1.75,4.0,8.0,4.5,9.0,6.75,2.0,9.5,6.75,5.5,5.5,1.5,7.75
chr2:60718145-60718146,18.2955,214.75,0.0,8.159089999999999,4.36364,1.0,8.11364,14.0,0.545455,46.8864,13.0682,4.20455,14.3409,11.1364,18.3864,9.36364,2.04545,10.5
chr2:60718146-60718147,18.0909,219.75,0.0,8.31818,4.47727,1.0,8.227269999999999,14.0,0.590909,47.0227,13.1364,4.15909,14.4318,11.2727,18.5227,9.227269999999999,2.09091,10.25
chr2:60718153-60718154,16.6591,254.75,0.0,9.43182,5.27273,1.0,9.022730000000001,14.0,0.909091,47.9773,13.6136,3.84091,15.0682,12.2273,19.4773,8.272730000000001,2.40909,8.5
chr2:60722344-60722345,8.75,445.5,0.5,6.75,10.75,1.5,32.0,62.75,3.0,46.25,35.5,2.25,26.0,11.0,28.75,3.0,2.75,6.0
chr2:60722346-60722347,9.022730000000001,471.18199999999996,0.545455,6.613639999999999,11.5682,1.45455,33.0,63.4773,2.77273,48.3409,36.5909,2.11364,27.0,11.2727,29.7045,3.0,2.61364,6.0
chr2:60722356-60722357,10.25,586.75,0.75,6.0,15.25,1.25,37.5,66.75,1.75,57.75,41.5,1.5,31.5,12.5,34.0,3.0,2.0,6.0
chr2:60722364-60722365,10.25,586.75,0.75,6.0,15.25,1.25,37.5,66.75,1.75,57.75,41.5,1.5,31.5,12.5,34.0,3.0,2.0,6.0
chr2:60722402-60722403,11.7045,633.295,1.47727,5.81818,15.6136,1.79545,37.1364,64.2045,2.47727,62.4773,42.2273,0.9545450000000001,34.2273,11.7727,34.3636,3.72727,1.81818,7.27273
chr2:60725556-60725557,25.0,979.75,1.5,6.5,21.0,0.75,16.5,49.25,1.25,51.75,14.0,0.75,13.5,11.75,25.5,8.25,5.5,10.0
chr2:60725565-60725566,25.0,979.75,1.5,6.5,21.0,0.75,16.5,49.25,1.25,51.75,14.0,0.75,13.5,11.75,25.5,8.25,5.5,10.0
chr2:60725567-60725568,25.0,979.75,1.5,6.5,21.0,0.75,16.5,49.25,1.25,51.75,14.0,0.75,13.5,11.75,25.5,8.25,5.5,10.0
chr2:60725568-60725569,25.0,979.75,1.5,6.5,21.0,0.75,16.5,49.25,1.25,51.75,14.0,0.75,13.5,11.75,25.5,8.25,5.5,10.0
chr2:60725588-60725589,25.0,979.75,1.5,6.5,21.0,0.75,16.5,49.25,1.25,51.75,14.0,0.75,13.5,11.75,25.5,8.25,5.5,10.0
chr2:60725623-60725624,26.75,889.5,1.75,7.5,17.75,1.25,14.0,50.5,1.75,42.25,15.0,1.5,12.25,11.75,24.25,7.25,6.0,11.75
chr2:60726108-60726109,23.25,27.75,1.25,4.5,1.0,3.25,7.25,15.0,4.0,1.25,8.25,2.25,6.5,9.0,2.25,8.5,4.25,8.5
chr2:60726131-60726132,23.25,27.75,1.25,4.5,1.0,3.25,7.25,15.0,4.0,1.25,8.25,2.25,6.5,9.0,2.25,8.5,4.25,8.5
chr2:60731435-60731436,5.0,124.5,0.5,30.0,1.5,1.75,1.25,11.25,4.25,5.25,9.75,0.75,5.5,4.75,4.0,2.75,5.5,3.75
chr2:60731439-60731440,5.0,124.5,0.5,30.0,1.5,1.75,1.25,11.25,4.25,5.25,9.75,0.75,5.5,4.75,4.0,2.75,5.5,3.75
chr2:60731443-60731444,5.0,124.5,0.5,30.0,1.5,1.75,1.25,11.25,4.25,5.25,9.75,0.75,5.5,4.75,4.0,2.75,5.5,3.75
chr2:60731450-60731451,5.13636,138.409,0.772727,35.4545,1.63636,1.61364,1.25,10.8409,3.97727,4.84091,9.06818,0.75,6.45455,4.88636,4.40909,3.4318199999999996,5.5,4.02273
chr2:60731451-60731452,5.15909,140.727,0.818182,36.3636,1.6590900000000002,1.59091,1.25,10.7727,3.9318199999999996,4.77273,8.95455,0.75,6.613639999999999,4.90909,4.47727,3.54545,5.5,4.06818
chr2:60731538-60731539,6.5,151.0,1.25,45.25,2.0,2.0,1.25,10.0,3.25,2.75,7.0,0.5,8.25,5.5,6.0,5.25,6.25,3.5
chr2:60731548-60731549,7.04545,138.091,1.25,45.0682,1.9090900000000002,2.0,1.34091,9.54545,3.06818,2.47727,6.636360000000001,0.590909,8.70455,5.68182,6.18182,5.61364,6.06818,3.04545
chr2:60733097-60733098,4.13636,81.1136,0.818182,6.47727,1.5,1.93182,7.31818,9.227269999999999,0.0,14.3409,7.47727,0.568182,8.20455,3.75,6.38636,4.13636,4.70455,5.09091
